"","id","star","review","brand","location","position","price","clicked","booked"
"77",751,3,4,0,4.33,26,3.29,0,0
"78",751,4,4,0,4.04,27,2.15,0,0
"79",751,5,4.5,1,3.66,28,2.45,0,0
"80",751,4,4,1,4.09,29,3.05,0,0
"81",751,5,5,1,3.37,30,3.04,0,0
"82",751,3,3,1,4.16,31,2.57,0,0
"83",751,3,3.5,0,3.76,32,1.54,0,0
"84",751,3,3.5,1,3.76,33,1.49,1,1
"85",751,3,4,0,3.85,34,1.44,0,0
"86",751,2,3,1,3.76,35,1.52,0,0
"87",751,3,4,0,3.85,36,0.94,0,0
"88",1167,0,0,0,0,0,0,1,0
"89",1167,3,3.5,0,3.04,1,0.2335,0,0
"90",1167,3,3,1,4.16,2,0.264,0,0
"91",1167,3,3.5,1,3.76,3,0.2335,0,0
"92",1167,3,4,1,4.32,4,0.3554,0,0
"93",1167,4,4,1,4.29,6,1.2084,0,0
"94",1167,4,4,1,4.3,7,1.0357,0,0
"95",1167,5,4.5,1,4.08,8,2.6909,0,0
"96",1167,3,3.5,1,3.99,9,0.3656,0,0
"97",1167,4,4,1,4.16,10,0.589,1,1
"98",1167,4,4,1,4.09,12,1.3302,0,0
"99",1167,4,4,0,4.06,13,0.9951,0,0
"100",1167,4,3.5,1,4.22,14,1.2591,0,0
"101",1167,4,4,1,4.19,15,0.8123,0,0
"102",1167,4,3.5,1,3.95,16,0.4976,0,0
"103",1167,4,4.5,1,4.13,18,1.0053,0,0
"104",1167,5,4.5,1,4.32,19,1.5232,0,0
"105",1167,4,4,1,4.25,20,0.9342,0,0
"106",1167,5,4,1,4.19,21,1.5232,0,0
"107",1167,4,4,1,3.43,22,1.5536,0,0
"108",1167,5,4.5,1,4.29,24,2.0309,0,0
"109",1167,5,4.5,1,4.08,25,1.6044,0,0
"110",1167,5,4.5,0,4.33,26,1.8176,0,0
"111",1167,4,4,1,4.16,27,0.9748,0,0
"112",1167,5,4.5,1,4.11,28,2.0613,0,0
"113",1167,4,4,0,4.04,29,0.8022,0,0
"114",1167,5,5,1,4.29,30,2.4472,0,0
"115",1167,3,3.5,0,3.76,31,0.7514,0,0
"116",1167,5,5,1,3.37,32,2.9854,0,0
"117",1167,4,4.5,1,3.61,33,1.0053,0,0
"118",1167,5,4.5,1,3.66,34,2.3964,0,0
"119",1167,2,3,1,4.32,35,0.4773,0,0
"120",1167,3,4,0,4.33,36,0.7514,0,0
"121",1167,3,4.5,1,4.22,37,1.2591,0,0
"122",1296,0,0,0,0,0,0,1,1
"123",1296,3,3.5,1,3.76,1,0.34,0,0
"124",1296,3,3.5,1,3.99,2,0.45,0,0
"125",1296,4,4,1,4.09,3,0.89,0,0
"126",1296,4,3.5,1,3.95,4,0.51,0,0
"127",1296,4,4.5,1,4.13,6,0.98,0,0
"128",1296,4,4,1,4.16,7,0.68,0,0
"129",1296,4,4,1,3.43,8,1.12,1,0
"130",1296,5,4.5,1,4.32,9,1.23,0,0
"131",1296,4,4,1,4.19,10,0.73,0,0
"132",1296,5,4.5,1,3.66,12,1.44,0,0
"133",1296,3,3,1,4.16,13,0.43,0,0
"134",1296,4,3.5,1,4.22,14,0.46,0,0
"135",1296,5,4,1,4.19,15,1.12,0,0
"136",1296,3,3.5,0,3.04,16,0.45,0,0
"137",1296,4,4,0,4.06,18,0.8,0,0
"138",1296,4,4,1,4.25,19,0.57,0,0
"139",1296,5,4.5,1,4.29,20,1.67,0,0
"140",1296,4,4,0,4.04,21,0.62,0,0
"141",1296,5,4.5,1,4.16,22,1.49,0,0
"142",1296,5,4.5,1,4.11,24,1.51,0,0
"143",1296,4,4,1,4.3,25,1.05,0,0
"144",1296,3,3.5,0,3.76,26,0.4,0,0
"145",1296,5,4.5,0,4.33,27,1.4,0,0
"146",1296,3,4,1,4.32,28,1.32,0,0
"147",1296,4,4,1,4.16,29,0.41,0,0
"148",1296,5,4.5,1,4.08,30,2.25,0,0
"149",1296,5,4.5,1,4.08,31,2.55,0,0
"150",1296,4,4,1,4.29,32,1.18,0,0
"151",1296,4,4.5,1,3.61,33,1.09,0,0
"152",1296,5,5,1,3.37,34,2.85,0,0
"153",1296,3,4,0,3.85,35,0.62,0,0
"154",1296,3,4,0,4.33,36,0.97,0,0
"155",1296,2,3,1,3.76,37,0.49,0,0
"156",1728,0,0,0,0,0,0,1,0
"157",1728,5,4.5,1,4.08,1,2.67,1,1
"158",1728,5,4.5,1,4.32,2,1.96,0,0
"159",1728,5,5,1,4.29,3,2.55,0,0
"160",1728,5,4.5,1,4.11,4,3.42,0,0
"161",1728,5,5,1,3.37,6,4.56,0,0
"162",1728,5,4.5,1,4.08,7,2.7,0,0
"163",1728,5,4.5,1,4.29,8,2.36,0,0
"164",1728,5,4.5,1,4.16,9,2.66,0,0
"165",1728,5,4.5,0,4.33,10,3.23,0,0
"166",1766,0,0,0,0,0,0,1,0
"167",1766,3,3.5,1,3.99,1,0.33,0,0
"168",1766,3,3.5,0,3.04,2,0.31,0,0
"169",1766,4,4,1,4.16,3,0.5,0,0
"170",1766,4,4,1,4.09,4,1.31,0,0
"171",1766,4,4,0,4.06,6,0.52,1,1
"172",1766,4,3.5,1,4.22,7,0.52,0,0
"173",1766,4,4,1,4.19,8,0.61,0,0
"174",1766,3,3,1,4.16,9,0.22,0,0
"175",1766,4,3.5,1,3.95,10,0.42,0,0
"176",1766,3,3.5,1,3.76,12,0.23,0,0
"177",1766,4,4.5,1,4.13,13,0.95,0,0
"178",1766,5,4.5,1,4.32,14,1.77,0,0
"179",1766,4,4,1,4.25,15,0.43,0,0
"180",1766,5,4,1,4.19,16,2.07,0,0
"181",1766,4,4,1,3.43,18,1.84,0,0
"182",1766,5,4.5,0,4.33,19,1.36,0,0
"183",1766,5,4.5,1,4.29,20,2.12,0,0
"184",1766,3,4,1,4.32,21,0.71,0,0
"185",1766,5,4.5,1,4.08,22,1.51,0,0
"186",1766,5,5,1,4.29,24,1.77,0,0
"187",1766,4,4,1,4.16,25,0.56,0,0
"188",1766,5,4.5,1,4.08,26,1.72,0,0
"189",1766,4,4,0,4.04,27,0.9,0,0
"190",1766,5,4.5,1,4.16,28,2.09,0,0
"191",1766,3,3.5,0,3.76,29,0.31,0,0
"192",1766,5,4.5,1,4.11,30,2.42,0,0
"193",1766,4,4,1,4.29,31,1.59,0,0
"194",1766,4,4,1,4.3,32,1.59,0,0
"195",1766,4,4.5,1,3.61,33,0.76,0,0
"196",1766,3,4,0,4.33,34,0.72,0,0
"197",1766,5,5,1,3.37,35,2.59,0,0
"198",1766,5,4.5,1,3.66,36,2.1,0,0
"199",1766,3,4,0,3.85,37,0.59,0,0
"200",1834,0,0,0,0,0,0,1,0
"201",1834,5,4.5,1,4.08,1,3.99,0,0
"202",1834,5,4.5,1,4.08,2,3.59,0,0
"203",1834,5,5,1,4.29,3,2.85,0,0
"204",1834,4,4,1,4.09,4,1.69,0,0
"205",1834,5,4.5,1,3.66,6,2.25,0,0
"206",1834,5,4,1,4.19,7,2.59,0,0
"207",1834,5,4.5,1,4.29,8,2.49,0,0
"208",1834,4,4,1,4.29,9,1.38,0,0
"209",1834,5,4.5,1,4.11,10,1.99,0,0
"210",1834,4,4,0,4.06,12,1.55,0,0
"211",1834,4,4,0,4.04,13,1.11,0,0
"212",1834,4,4.5,1,4.13,14,1.87,0,0
"213",1834,4,4,1,4.16,15,1.22,0,0
"214",1834,5,4.5,1,4.16,16,1.99,0,0
"215",1834,4,4,1,4.3,18,1.79,0,0
"216",1834,4,4,1,3.43,19,1.97,0,0
"217",1834,5,4.5,1,4.32,20,2.29,0,0
"218",1834,5,5,1,3.37,21,2.49,0,0
"219",1834,4,4,1,4.19,22,1.45,1,1
"220",1834,5,4.5,0,4.33,24,3,0,0
"221",2053,0,0,0,0,0,0,1,0
"222",2053,5,4.5,1,4.29,1,1.89,0,0
"223",2053,5,4.5,1,4.32,2,1.59,0,0
"224",2053,5,4.5,1,4.16,3,1.99,0,0
"225",2053,5,4.5,0,4.33,4,2,0,0
"226",2053,5,5,1,4.29,6,2.05,1,1
"227",2053,5,4.5,1,4.11,7,1.99,0,0
"228",2053,5,4.5,1,4.08,8,2.39,0,0
"229",2053,5,4.5,1,4.08,9,2.49,0,0
"230",2053,5,5,1,3.37,10,1.99,0,0
"231",2210,0,0,0,0,0,0,1,1
"232",2210,5,5,1,4.29,1,1.95,0,0
"233",2210,5,5,1,3.37,2,1.84,0,0
"234",2210,5,4.5,1,4.08,3,2.19,0,0
"235",2210,3,4.5,1,4.22,4,1.29,0,0
"236",2210,5,4.5,1,4.11,6,1.49,0,0
"237",2210,5,4.5,1,4.08,7,2.09,0,0
"238",2210,5,4.5,1,4.29,8,1.59,0,0
"239",2210,4,4.5,1,3.61,9,0.89,0,0
"240",2210,5,4.5,1,4.32,10,1.14,0,0
"241",2210,5,4.5,1,4.16,12,1.49,0,0
"242",2210,5,4.5,1,3.66,13,1.52,0,0
"243",2210,3,4.5,1,4.2,14,0.54,0,0
"244",2210,5,4.5,0,4.33,15,1.5,0,0
"245",2210,4,4.5,1,4.13,16,0.7,0,0
"246",2210,4,4,0,4.06,18,0.7,0,0
"247",2210,4,4,1,4.29,19,0.7,1,0
"248",2210,3,4,1,4.32,20,0.69,0,0
"249",2210,4,4,1,3.43,21,1.22,0,0
"250",2210,4,4,1,4.3,22,0.59,0,0
"251",2210,4,4,1,4.19,24,0.58,0,0
"252",2210,4,4,0,4.04,25,0.59,0,0
"253",2210,5,4,1,4.19,26,1.19,0,0
"254",2210,4,4,1,4.09,27,0.72,0,0
"255",2210,4,4,1,4.16,28,0.67,0,0
"256",2210,4,4,1,4.16,29,0.62,0,0
"257",2210,4,4,1,4.25,30,0.49,0,0
"258",2210,3,4,0,3.85,31,0.59,0,0
"259",2210,3,4,0,4.33,32,1.08,0,0
"260",2210,3,3.5,0,3.04,33,0.34,0,0
"261",2210,3,3.5,1,3.99,34,0.29,0,0
"262",2210,4,3.5,1,4.22,35,1.17,0,0
"263",2210,4,3.5,1,3.95,36,0.37,0,0
"264",2210,3,3.5,0,3.76,37,0.28,0,0
"265",2426,0,0,0,0,0,0,1,0
"266",2426,2,3,1,4.32,1,0.5,0,0
"267",2426,5,4.5,1,4.08,2,1.63,0,0
"268",2426,3,3.5,1,3.99,3,0.31,0,0
"269",2426,4,3.5,1,3.95,4,0.37,0,0
"270",2426,5,4,1,4.19,6,0.93,0,0
"271",2426,4,4,1,4.16,7,0.66,0,0
"272",2426,4,4,1,4.3,8,0.5,0,0
"273",2426,4,4,1,4.19,9,0.65,0,0
"274",2426,2,3,1,3.76,10,0.37,0,0
"275",2426,3,3.5,1,3.76,12,0.27,0,0
"276",2426,4,3.5,1,4.22,13,0.34,0,0
"277",2426,4,4,1,4.09,14,0.65,1,1
"278",2426,5,4.5,1,4.08,15,1.39,0,0
"279",2426,3,3.5,0,3.04,16,0.32,0,0
"280",2426,4,4,0,4.06,18,0.78,0,0
"281",2426,4,4,1,4.25,19,0.71,0,0
"282",2426,5,4.5,1,4.29,20,1.59,0,0
"283",2426,3,3,1,4.16,21,0.24,0,0
"284",2426,4,4.5,1,4.13,22,1.34,0,0
"285",2426,5,4.5,1,4.16,24,1.49,0,0
"286",2426,4,4,1,3.43,25,0.8,0,0
"287",2426,3,3.5,0,3.76,26,0.27,0,0
"288",2426,5,4.5,1,4.32,27,1.24,0,0
"289",2426,5,4.5,0,4.33,28,1.72,0,0
"290",2426,3,4,1,4.32,29,0.69,0,0
"291",2426,4,4,0,4.04,30,0.79,0,0
"292",2426,4,4,1,4.16,31,0.3,0,0
"293",2426,3,4,0,3.85,32,0.55,0,0
"294",2426,3,4,0,4.33,33,0.96,0,0
"295",2426,4,4,1,4.29,34,0.68,0,0
"296",2426,5,4.5,1,4.11,35,1.49,0,0
"297",2426,5,4.5,1,3.66,36,1.22,0,0
"298",2426,4,4.5,1,3.61,37,1.09,0,0
"299",2508,0,0,0,0,0,0,1,0
"300",2508,5,4.5,1,4.32,1,1.22,0,0
"301",2508,3,3,1,4.16,2,0.21,0,0
"302",2508,4,3.5,1,3.95,3,0.43,0,0
"303",2508,3,3.5,1,3.99,4,0.39,0,0
"304",2508,4,4,1,4.09,6,0.7,0,0
"305",2508,5,4.5,0,4.33,7,1.7,0,0
"306",2508,3,3.5,1,3.76,8,0.39,0,0
"307",2508,4,3.5,1,4.22,9,0.45,0,0
"308",2508,5,4,1,4.19,10,1.29,1,1
"309",2508,4,4,1,4.25,12,0.59,0,0
"310",2508,4,4,0,4.06,13,0.65,0,0
"311",2508,3,3.5,0,3.76,14,0.32,0,0
"312",2508,5,4.5,1,4.16,15,1.99,0,0
"313",2508,4,4,1,4.16,16,0.52,0,0
"314",2508,4,4,1,4.29,18,1.1,0,0
"315",2508,3,3.5,0,3.04,19,0.39,0,0
"316",2508,4,4,1,4.16,20,0.45,0,0
"317",2508,4,4.5,1,4.13,21,0.7,0,0
"318",2508,5,4.5,1,4.11,22,1.99,0,0
"319",2508,4,4,1,4.3,24,0.99,0,0
"320",2508,4,4,1,4.19,25,0.61,0,0
"321",2508,5,5,1,4.29,26,1.95,0,0
"322",2508,4,4,1,3.43,27,0.79,0,0
"323",2508,5,4.5,1,4.29,28,1.79,0,0
"324",2508,5,4.5,1,3.66,29,0.96,0,0
"325",2508,5,4.5,1,4.08,30,2.19,0,0
"326",2508,5,4.5,1,4.08,31,2.29,0,0
"327",2508,4,4,0,4.04,32,0.9,0,0
"328",2508,3,4,1,4.33,33,0.35,0,0
"329",2508,5,5,1,3.37,34,2.14,0,0
"330",2508,4,4.5,1,3.61,35,0.99,0,0
"331",2508,3,4,0,3.85,36,0.69,0,0
"332",2508,3,4,1,4.32,37,3.19,0,0
"333",3249,0,0,0,0,0,0,1,0
"334",3249,3,3,1,4.16,1,0.26,0,0
"335",3249,4,4,1,4.25,2,0.39,0,0
"336",3249,3,3.5,0,3.76,3,0.31,0,0
"337",3249,4,3.5,1,4.22,4,0.35,0,0
"338",3249,4,4,1,4.16,6,0.35,0,0
"339",3249,4,4,1,4.29,7,0.7,0,0
"340",3249,4,4,1,4.3,8,0.69,0,0
"341",3249,5,4.5,1,4.08,9,1.46,0,0
"342",3249,3,3.5,1,3.99,10,0.3,1,1
"343",3249,3,3.5,0,3.04,12,0.39,0,0
"344",3249,4,4,1,4.19,13,0.45,0,0
"345",3249,4,3.5,1,3.95,14,0.35,0,0
"346",3249,5,4.5,1,4.29,15,1.49,0,0
"347",3249,3,3.5,1,3.76,16,0.32,0,0
"348",3249,4,4,1,4.16,18,0.43,0,0
"349",3249,4,4,0,4.06,19,0.52,0,0
"350",3249,4,4,1,4.09,20,0.6,0,0
"351",3249,5,4.5,1,4.32,21,1.09,0,0
"352",3249,4,4.5,1,4.13,22,0.61,0,0
"353",3249,5,4.5,1,4.16,24,1.49,0,0
"354",3249,5,4,1,4.19,25,1.09,0,0
"355",3249,5,4.5,1,4.08,26,1.46,0,0
"356",3249,5,4.5,0,4.33,27,1.4,0,0
"357",3249,5,4.5,1,4.11,28,1.49,0,0
"358",3249,4,4,1,3.43,29,0.61,0,0
"359",3249,5,4.5,1,3.66,30,0.8,0,0
"360",3249,5,5,1,4.29,31,1.95,0,0
"361",3249,4,4,0,4.04,32,0.6,0,0
"362",3249,3,4,1,4.32,33,0.83,0,0
"363",3249,3,4,1,4.33,34,0.29,0,0
"364",3249,5,5,1,3.37,35,2.29,0,0
"365",3249,3,4.5,1,4.22,36,0.94,0,0
"366",3249,4,4.5,1,3.61,37,0.67,0,0
"367",3661,0,0,0,0,0,0,1,0
"368",3661,4,3.5,1,3.95,1,0.75,0,0
"369",3661,3,3,1,4.16,2,0.4,0,0
"370",3661,3,3.5,1,3.99,3,0.55,0,0
"371",3661,3,3.5,1,3.76,4,0.4,1,1
"372",3661,3,4,0,3.85,5,0.6,0,0
"373",3661,2,3,1,4.32,6,0.59,0,0
"374",3661,2,3,1,3.76,7,0.47,0,0
"375",3661,3,3.5,0,3.76,8,0.57,0,0
"376",3661,3,3.5,0,3.04,9,0.58,0,0
"377",3700,0,0,0,0,0,0,1,0
"378",3700,3,3,1,4.16,1,0.37,0,0
"379",3700,3,3.5,1,3.76,2,0.2,0,0
"380",3700,3,3.5,1,3.99,3,0.33,0,0
"381",3700,4,3.5,1,3.95,4,0.42,0,0
"382",3700,5,4.5,1,4.32,6,1.19,0,0
"383",3700,4,4,0,4.06,7,0.6,0,0
"384",3700,4,4,1,4.16,8,0.66,0,0
"385",3700,4,3.5,1,4.22,9,0.36,0,0
"386",3700,3,3.5,0,3.04,10,0.32,0,0
"387",3700,4,4,1,4.19,12,0.65,0,0
"388",3700,3,3.5,0,3.76,13,0.27,0,0
"389",3700,4,4,1,3.43,14,0.75,0,0
"390",3700,3,4,1,4.32,15,0.79,0,0
"391",3700,4,4,1,4.29,16,0.6,1,1
"392",3700,5,4.5,1,4.08,18,1.61,0,0
"393",3700,5,4.5,1,4.08,19,1.52,0,0
"394",3700,4,4,1,4.09,20,0.75,0,0
"395",3700,4,4,1,4.3,21,0.63,0,0
"396",3700,5,4.5,1,4.29,22,1.59,0,0
"397",3700,4,4.5,1,4.13,24,0.77,0,0
"398",3700,4,4,0,4.04,25,0.62,0,0
"399",3700,4,4,1,4.16,26,0.34,0,0
"400",3700,5,4.5,0,4.33,27,1.6,0,0
"401",3700,5,4.5,1,4.16,28,1.49,0,0
"402",3700,5,4,1,4.19,29,0.93,0,0
"403",3700,4,4,1,4.25,30,0.39,0,0
"404",3700,5,4.5,1,4.11,31,1.59,0,0
"405",3700,5,5,1,4.29,32,1.95,0,0
"406",3700,5,4.5,1,3.66,33,1.1,0,0
"407",3700,5,5,1,3.37,34,1.89,0,0
"408",3700,3,4,0,3.85,35,0.55,0,0
"409",3700,3,4,0,4.33,36,0.78,0,0
"410",3700,4,4.5,1,3.61,37,0.8,0,0
"411",4454,0,0,0,0,0,0,1,0
"412",4454,3,3,1,4.16,1,0.4759,0,0
"413",4454,4,3.5,1,3.95,2,0.9226,0,0
"414",4454,4,4,1,4.09,3,1.2722,0,0
"415",4454,3,3.5,1,3.76,4,0.7089,0,0
"416",4454,3,3.5,1,3.99,6,0.7478,0,0
"417",4454,4,4,1,4.16,7,1.0683,0,0
"418",4454,5,4.5,1,4.08,8,1.8452,0,0
"419",4454,4,4,1,3.43,9,1.9617,0,0
"420",4454,5,4.5,1,4.32,10,1.7189,0,0
"421",4454,3,3.5,0,3.76,12,0.6798,0,0
"422",4454,5,5,1,4.29,13,1.9812,0,0
"423",4454,4,4,1,4.19,14,1.146,0,0
"424",4454,3,4,0,3.85,15,0.4759,0,0
"425",4454,5,4.5,1,3.66,16,2.3405,0,0
"426",4454,4,3.5,1,4.22,18,0.8158,0,0
"427",4454,4,4,1,4.25,19,0.8255,0,0
"428",4454,5,4,1,4.19,20,1.6413,0,0
"429",4454,3,3.5,0,3.04,21,0.573,0,0
"430",4454,4,4,0,4.06,22,1.0488,1,1
"431",4454,5,4.5,1,4.29,24,2.2045,0,0
"432",4454,4,4.5,1,4.13,25,1.4179,0,0
"433",4454,5,4.5,1,4.16,26,2.0006,0,0
"434",4454,4,4,1,4.3,27,1.515,0,0
"435",4454,5,4.5,0,4.33,28,2.3016,0,0
"436",4454,5,4.5,1,4.08,29,2.2239,0,0
"437",4454,4,4,0,4.04,30,1.1557,0,0
"438",4454,3,4,1,4.32,31,1.1363,0,0
"439",4454,5,4.5,1,4.11,32,2.2337,0,0
"440",4454,4,4,1,4.16,33,0.7284,0,0
"441",4454,4,4,1,4.29,34,1.5344,0,0
"442",4454,5,5,1,3.37,35,2.8746,0,0
"443",4454,4,4.5,1,3.61,36,1.1265,0,0
"444",5086,0,0,0,0,0,0,1,0
"445",5086,4,4,0,4.06,1,0.62,0,0
"446",5086,3,4,1,4.32,2,0.69,0,0
"447",5086,3,3.5,1,3.99,3,0.38,0,0
"448",5086,4,4,1,4.09,4,0.75,0,0
"449",5086,5,4.5,1,4.29,6,1.99,0,0
"450",5086,3,3.5,0,3.04,7,0.32,0,0
"451",5086,3,3.5,1,3.76,8,0.24,0,0
"452",5086,3,3,1,4.16,9,0.2,0,0
"453",5086,4,4,1,3.43,10,0.9,0,0
"454",5086,5,4.5,1,4.16,12,1.99,0,0
"455",5086,4,4,1,4.16,13,0.76,0,0
"456",5086,4,4,1,4.29,14,0.8,1,1
"457",5086,4,4,1,4.3,15,0.69,0,0
"458",5086,5,4.5,0,4.33,16,2.1,0,0
"459",5086,4,3.5,1,4.22,18,0.45,0,0
"460",5086,4,4,1,4.19,19,0.75,0,0
"461",5086,5,4.5,1,4.32,20,1.89,0,0
"462",5086,4,3.5,1,3.95,21,0.4,0,0
"463",5086,5,4.5,1,4.11,22,1.99,0,0
"464",5086,5,5,1,4.29,24,2.05,0,0
"465",5086,5,4,1,4.19,25,1.43,0,0
"466",5086,4,4.5,1,4.13,26,0.95,0,0
"467",5086,5,4.5,1,4.08,27,2.19,0,0
"468",5086,4,4,1,4.16,28,0.5,0,0
"469",5086,4,4,1,4.25,29,0.65,0,0
"470",5086,5,4.5,1,3.66,30,1.15,0,0
"471",5086,5,5,1,3.37,31,1.99,0,0
"472",5086,3,4,0,3.85,32,0.55,0,0
"473",5086,4,4.5,1,3.61,33,0.89,0,0
"474",5086,3,3.5,0,3.76,34,0.74,0,0
"475",5086,5,4.5,1,4.08,35,2.99,0,0
"476",5086,3,4,0,4.33,36,0.72,0,0
"477",5086,2,3,1,4.32,37,0.55,0,0
"478",5223,0,0,0,0,0,0,1,0
"479",5223,3,3.5,1,3.76,1,0.23,0,0
"480",5223,4,4,0,4.04,2,0.99,0,0
"481",5223,3,3,1,4.16,3,0.21,0,0
"482",5223,3,3.5,1,3.99,4,0.31,0,0
"483",5223,4,4,1,4.09,6,0.75,1,0
"484",5223,4,3.5,1,3.95,7,0.4,0,0
"485",5223,3,3.5,0,3.04,8,0.31,0,0
"486",5223,4,4,0,4.06,9,0.65,1,1
"487",5223,5,4,1,4.19,11,0.93,1,0
"488",5223,4,4,1,4.25,12,0.42,0,0
"489",5223,4,3.5,1,4.22,13,0.34,0,0
"490",5223,4,4.5,1,4.13,14,0.95,0,0
"491",5223,4,4,1,4.16,15,0.73,1,0
"492",5223,5,4.5,1,4.16,17,1.54,0,0
"493",5223,4,4,1,4.3,18,0.91,0,0
"494",5223,4,4,1,3.43,19,0.9,0,0
"495",5223,3,3.5,0,3.76,20,0.38,0,0
"496",5223,5,4.5,1,4.32,21,1.79,0,0
"497",5223,5,4.5,0,4.33,23,1.75,0,0
"498",5223,3,4,1,4.32,24,0.59,0,0
"499",5223,4,4,1,4.19,25,0.67,0,0
"500",5223,5,4.5,1,4.08,26,1.63,0,0
"501",5223,5,4.5,1,4.08,27,1.79,0,0
"502",5223,5,5,1,3.37,28,1.89,0,0
"503",5223,4,4,1,4.16,29,0.3,0,0
"504",5223,5,4.5,1,4.11,30,1.54,0,0
"505",5223,5,4.5,1,3.66,31,1.1,0,0
"506",5223,5,5,1,4.29,32,2.25,0,0
"507",5223,3,4,0,3.85,33,0.55,0,0
"508",5223,4,4.5,1,3.61,34,0.89,0,0
"509",5223,4,4,1,4.29,35,1.55,0,0
"510",5223,3,4,0,4.33,36,0.72,0,0
"511",5724,0,0,0,0,0,0,1,0
"512",5724,3,3.5,1,3.76,1,0.36,0,0
"513",5724,4,4,0,4.04,2,0.44,0,0
"514",5724,3,3,1,4.16,3,0.23,0,0
"515",5724,3,3.5,1,3.99,4,0.37,0,0
"516",5724,4,3.5,1,3.95,6,0.45,1,1
"517",5724,4,4,1,4.09,7,0.9,0,0
"518",5724,3,3.5,0,3.04,8,0.41,0,0
"519",5724,4,4,0,4.06,9,0.67,0,0
"520",5724,5,4.5,1,4.29,10,1.69,0,0
"521",5724,5,4,1,4.19,12,1.89,0,0
